FBgn_mel	gene_symbol_mel	scaffold_mel	location_mel	strand_mel	FBgn_sim	gene_symbol_sim	scaffold_sim	location_sim	strand_sim	orthoDB_ID_sim	gene_symbol_yak	scaffold_yak	location_yak	strand_yak	FBgn_yak	orthoDB_ID_yak
8840	FBgn0050263	stum	2R	21674901..21685000	1	FBgn0183355	Dsim\GD11615	Scf_2R	18071942..18082077	1	EOG091900JE	stum	2R	21674901..21685000	1	FBgn0229973	Dyak\GE12212
8841	FBgn0050268	CG30268	2R	22712701..22717247	1	FBgn0183439	Dsim\GD11699	Scf_2R	19084139..19088702	1	EOG091900US	CG30268	2R	22712701..22717247	1	FBgn0231648	Dyak\GE14018
8842	FBgn0050269	CG30269	2R	22667155..22668848	1	FBgn0183431	Dsim\GD11691	Scf_2R	19039466..19040388	1	EOG09190IDP	CG30269	2R	22667155..22668848	1	FBgn0231639	Dyak\GE14009
8843	FBgn0050272	MFS1	2R	22829644..22831877	1	FBgn0183450	Dsim\GD11710	Scf_2R	19201130..19203391	1	EOG09190629	MFS1	2R	22829644..22831877	1	FBgn0231854	Dyak\GE14234
8844	FBgn0050273	CG30273	2R	22667155..22668848	1	FBgn0183429	Dsim\GD11689	Scf_2R	19038656..19039459	1	EOG09190I5D	CG30273	2R	22667155..22668848	1	FBgn0231638	Dyak\GE14008
8845	FBgn0050275	CG30275	2R	22707794..22712724	1	FBgn0183437	Dsim\GD11697	Scf_2R	19079214..19084160	1	EOG091900PU	CG30275	2R	22707794..22712724	1	FBgn0231647	Dyak\GE14017
8846	FBgn0050277	Oatp58Da	2R	22218456..22220905	-1	FBgn0270214	Dsim\GD28924	Scf_2R	18599152..18601598	-1	EOG091904RQ	Oatp58Da	2R	22218456..22220905	-1	FBgn0229484	Dyak\GE11690
8847	FBgn0050278	CG30278	2R	22217285..22218500	-1	FBgn0269227	Dsim\GD27937	Scf_2R	18598071..18599180	-1	EOG09190DP8	CG30278	2R	22217285..22218500	-1	FBgn0229485	Dyak\GE11691
8848	FBgn0050280	CG30280	2R	22113589..22114841	1	FBgn0183384	Dsim\GD11644	Scf_2R	18492690..18494901	1	EOG09190CJA	CG30280	2R	22113589..22114841	1	FBgn0230000	Dyak\GE12241
8849	FBgn0050281	CG30281	2R	22114997..22116189	1	FBgn0183385	Dsim\GD11645	Scf_2R	18494718..18499896	1	EOG09190FGG	CG30281	2R	22114997..22116189	1	FBgn0230001	Dyak\GE12242
8850	FBgn0050285	CG30285	2R	21687903..21688545	-1	FBgn0196486	Dsim\GD25174	Scf_2R	18084931..18085630	-1	EOG09190JYE	CG30285	2R	21687903..21688545	-1	FBgn0231339	Dyak\GE13684
8851	FBgn0050286	CG30286	2R	21535716..21536795	-1	FBgn0196504	Dsim\GD25192	Scf_2R	17929877..17933064	-1	EOG09190D50	CG30286	2R	21535716..21536795	-1	FBgn0231362	Dyak\GE13707
8852	FBgn0050287	CG30287	2R	21536894..21538015	-1	FBgn0196503	Dsim\GD25191	Scf_2R	17933151..17934475	-1	EOG09190DD2	CG30287	2R	21536894..21538015	-1	FBgn0231361	Dyak\GE13706
8853	FBgn0050288	CG30288	2R	21519243..21520393	-1	FBgn0196506	Dsim\GD25194	Scf_2R	17915789..17916817	-1	EOG09190F69	CG30288	2R	21519243..21520393	-1	FBgn0231364	Dyak\GE13709
8854	FBgn0050289	CG30289	2R	21520413..21521848	-1	FBgn0196505	Dsim\GD25193	Scf_2R	17916910..17918382	-1	EOG09190FB3	CG30289	2R	21520413..21521848	-1	FBgn0231363	Dyak\GE13708
8855	FBgn0050290	Ppcdc	2R	21691295..21692764	1	FBgn0183360	Dsim\GD11620	Scf_2R	18088610..18089809	1	EOG09190GBO	Ppcdc	2R	21691295..21692764	1	FBgn0229976	Dyak\GE12216
8856	FBgn0050291	CG30291	2R	21007755..21009576	-1	FBgn0196548	Dsim\GD25236	Scf_2R	17407565..17409411	-1	EOG091906II	CG30291	2R	21007755..21009576	-1	FBgn0231407	Dyak\GE13754
8857	FBgn0050293	Cht12	2R	21063178..21064986	-1	FBgn0196541	Dsim\GD25229	Scf_2R	17463504..17467399	-1	EOG09190BA9	Cht12	2R	21063178..21064986	-1	FBgn0231402	Dyak\GE13749
8858	FBgn0050295	Ipk1	2R	20870791..20879145	1	FBgn0183285	Dsim\GD11544	Scf_2R	17271181..17279801	1	EOG091904TE	Ipk1	2R	20870791..20879145	1	FBgn0229912	Dyak\GE12145
8859	FBgn0050296	RIC-3	2R	21017784..21024918	1	FBgn0183297	Dsim\GD11556	Scf_2R	17417784..17425034	1	EOG091906YC	RIC-3	2R	21017784..21024918	1	FBgn0229924	Dyak\GE12158
8860	FBgn0050323	CG30323	2R	17853295..17854296	1	FBgn0187104	Dsim\GD15437	Scf_2R	14385177..14386707	1	EOG09190DPV	CG30323	2R	17853295..17854296	1	FBgn0275570	Dyak\GE27415
8861	FBgn0050324	CG30324	2R	16287586..16288233	-1	FBgn0196835	Dsim\GD25549	Scf_2R	12844689..12845311	-1	EOG09190GP6	CG30324	2R	16287586..16288233	-1	FBgn0231701	Dyak\GE14075
8862	FBgn0050325	CG30325	2R	17877543..17880012	-1	FBgn0196727	Dsim\GD25432	Scf_2R	14409885..14412513	-1	EOG091904GO	CG30325	2R	17877543..17880012	-1	FBgn0231592	Dyak\GE13953
8863	FBgn0050334	CG30334	2R	12440633..12441320	-1	FBgn0197118	Dsim\GD25838	Scf_2R	9039661..9040367	-1	EOG09190JJQ	CG30334	2R	12440633..12441320	-1	FBgn0231120	Dyak\GE13446
8864	FBgn0050338	CG30338	2R	9594045..9599505	1	FBgn0182436	Dsim\GD10669	Scf_2R	6266898..6272359	1	EOG09190DB4	CG30338	2R	9594045..9599505	1	FBgn0236642	Dyak\GE19292
8865	FBgn0050339	CG30339	2R	9601431..9602901	-1	FBgn0181836	Dsim\GD10061	Scf_2R	6274284..6275891	-1	EOG09190BU3	CG30339	2R	9601431..9602901	-1	FBgn0239387	Dyak\GE22159
8866	FBgn0050340	CG30340	2R	9599909..9601252	-1	FBgn0181837	Dsim\GD10062	Scf_2R	6272685..6274103	-1	EOG091909BO	CG30340	2R	9599909..9601252	-1	FBgn0239398	Dyak\GE22170
8867	FBgn0050342	Prp38	2R	9143956..9145151	1	FBgn0182404	Dsim\GD10637	Scf_2R	5841043..5842259	1	EOG09190EVD	Prp38	2R	9143956..9145151	1	FBgn0236613	Dyak\GE19260
8868	FBgn0050343	Tsen15	2R	9252021..9253255	1	FBgn0189440	Dsim\GD17893	Scf_2R	5942011..5942874	1	EOG09190J2O	Tsen15	2R	9252021..9253255	1	FBgn0235423	Dyak\GE17989
8869	FBgn0050344	CG30344	2R	9145260..9148512	1	FBgn0182405	Dsim\GD10638	Scf_2R	5842347..5845638	1	EOG091906RJ	CG30344	2R	9145260..9148512	1	FBgn0236614	Dyak\GE19261
8870	FBgn0050345	CG30345	2R	9148689..9151892	1	FBgn0182407	Dsim\GD10640	Scf_2R	5845795..5848677	1	EOG091906O2	CG30345	2R	9148689..9151892	1	FBgn0236615	Dyak\GE19262
8871	FBgn0050349	CG30349	2R	8907518..8910885	1	FBgn0182379	Dsim\GD10611	Scf_2R	5603696..5607196	1	EOG091904PD	CG30349	2R	8907518..8910885	1	FBgn0236590	Dyak\GE19236
8872	FBgn0050350	CG30350	2R	8826391..8827755	1	FBgn0182372	Dsim\GD10604	Scf_2R	5522795..5524184	1	EOG09190AK1	CG30350	2R	8826391..8827755	1	FBgn0276466	Dyak\GE28311
8873	FBgn0050355	CG30355	2R	8679146..8679953	-1	FBgn0181923	Dsim\GD10148	Scf_2R	5377987..5378801	-1	EOG09190G8T	CG30355	2R	8679146..8679953	-1	FBgn0240044	Dyak\GE22840
8874	FBgn0050356	CG30356	2R	8728964..8729501	-1	FBgn0181914	Dsim\GD10139	Scf_2R	5431547..5432104	-1	EOG09190HLG	CG30356	2R	8728964..8729501	-1	FBgn0239990	Dyak\GE22785
8875	FBgn0050357	CG30357	2R	8720100..8721624	-1	FBgn0270310	Dsim\GD29020	Scf_2R	5422823..5425250	-1	EOG0919092A	CG30357	2R	8720100..8721624	-1	FBgn0276716	Dyak\GE28561
8876	FBgn0050359	Mal-A5	2R	8462753..8465092	1	FBgn0182338	Dsim\GD10567	Scf_2R	5163854..5166174	1	EOG0919058C	Mal-A5	2R	8462753..8465092	1	FBgn0236561	Dyak\Mal-A5
8877	FBgn0050360	Mal-A6	2R	8465158..8467595	1	FBgn0182340	Dsim\Mal-A6	Scf_2R	5166237..5168267	1	EOG0919042G	Mal-A6	2R	8465158..8467595	1	FBgn0236562	Dyak\Mal-A6
8878	FBgn0050361	mtt	2R	8473956..8532294	-1	FBgn0186941	Dsim\GD15273	Scf_2R	5174990..5258698	-1	EOG09190167	mtt	2R	8473956..8532294	-1	FBgn0240176	Dyak\GE22975
8879	FBgn0050363	cola	2R	8363272..8365345	-1	FBgn0186947	Dsim\GD15279	Scf_2R	5069409..5071492	-1	EOG09190CHB	cola	2R	8363272..8365345	-1	FBgn0240303	Dyak\GE23102
8880	FBgn0050364	hubl	2R	8359466..8362156	-1	FBgn0186951	Dsim\GD15283	Scf_2R	5066509..5068281	-1	EOG09190BD0	hubl	2R	8359466..8362156	-1	FBgn0240335	Dyak\GE23134
8881	FBgn0050365	spaw	2R	8359466..8362156	-1	FBgn0186953	Dsim\GD15285	Scf_2R	5065582..5068259	-1	EOG0919089N	spaw	2R	8359466..8362156	-1	FBgn0240338	Dyak\GE23137
8882	FBgn0050366	swif	2R	8363272..8365345	-1	FBgn0186948	Dsim\GD15280	Scf_2R	5069404..5071448	-1	EOG09190C1H	swif	2R	8363272..8365345	-1	FBgn0240314	Dyak\GE23113
8883	FBgn0050369	CG30369	2R	8259286..8259784	1	FBgn0182324	Dsim\GD10553	Scf_2R	4964293..4964861	1	EOG09190JSZ	CG30369	2R	8259286..8259784	1	FBgn0236546	Dyak\GE19187
8884	FBgn0050371	CG30371	2R	8267643..8269334	-1	FBgn0186954	Dsim\GD15286	Scf_2R	4972960..4974676	-1	EOG091908QS	CG30371	2R	8267643..8269334	-1	FBgn0240353	Dyak\GE23152
8885	FBgn0050372	Asap	2R	8114286..8123001	-1	FBgn0268428	Dsim\GD27138	Scf_2R	4818487..4827107	-1	EOG0919019G	Asap	2R	8114286..8123001	-1	FBgn0240508	Dyak\GE23312
8886	FBgn0050373	CG30373	2R	8164000..8164869	-1	FBgn0181954	Dsim\GD10179	Scf_2R	4868453..4869159	-1	EOG09190HEG	CG30373	2R	8164000..8164869	-1	FBgn0240433	Dyak\GE23234
8887	FBgn0050375	CG30375	2R	8265693..8267295	-1	FBgn0181948	Dsim\GD10173	Scf_2R	4971016..4972615	-1	EOG091908OP	CG30375	2R	8265693..8267295	-1	FBgn0240364	Dyak\GE23163
8888	FBgn0050376	CG30376	2R	8263486..8264426	-1	FBgn0181949	Dsim\GD10174	Scf_2R	4968596..4969691	-1	EOG09190FK4	CG30376	2R	8263486..8264426	-1	FBgn0240373	Dyak\GE23172
8889	FBgn0050378	CG30378	2R	7950339..7951492	1	FBgn0182296	Dsim\GD10525	Scf_2R	4660901..4662037	1	EOG09190HV6	CG30378	2R	7950339..7951492	1	FBgn0236522	Dyak\GE19162
8890	FBgn0050379	CG30379	2R	7939956..7941870	1	FBgn0182291	Dsim\GD10520	Scf_2R	4650547..4652802	1	EOG09190D89	CG30379	2R	7939956..7941870	1	FBgn0236519	Dyak\GE19159
8891	FBgn0050380	CG30380	2R	7939201..7939659	-1	FBgn0181984	Dsim\GD10209	Scf_2R	4649794..4650666	-1	EOG09190JP3	CG30380	2R	7939201..7939659	-1	FBgn0240667	Dyak\GE23487
8892	FBgn0050381	PIG-X	2R	7929658..7931016	-1	FBgn0181986	Dsim\GD10211	Scf_2R	4640250..4641611	-1	EOG09190EB4	PIG-X	2R	7929658..7931016	-1	FBgn0240698	Dyak\GE23519
8893	FBgn0050383	CG30383	2R	7823943..7825141	-1	FBgn0270723	Dsim\GD29433	Scf_2R	4546176..4547767	-1	EOG09190ET4	CG30383	2R	7823943..7825141	-1	FBgn0240758	Dyak\GE23585
8894	FBgn0050384	CG30384	2R	7182997..7185298	1	FBgn0182236	Dsim\GD10465	Scf_2R	3918543..3920861	1	EOG091904HZ	CG30384	2R	7182997..7185298	1	FBgn0236475	Dyak\GE19115
8895	FBgn0050385	CG30385	2R	7181326..7183020	1	FBgn0182234	Dsim\GD10463	Scf_2R	3916840..3918580	1	EOG091906DX	CG30385	2R	7181326..7183020	1	FBgn0236474	Dyak\GE19114
8896	FBgn0050389	CG30389	2R	21148265..21160545	-1	FBgn0270579	Dsim\GD29289	Scf_2R	17548238..17557990	-1	EOG09190596	CG30389	2R	21148265..21160545	-1	FBgn0231393	Dyak\GE13739
8897	FBgn0050390	Sgf29	2R	21292239..21293646	-1	FBgn0196521	Dsim\GD25209	Scf_2R	17689238..17690421	-1	EOG09190D1P	Sgf29	2R	21292239..21293646	-1	FBgn0231377	Dyak\GE13723
8898	FBgn0050392	CG30392	2R	21290914..21292181	-1	FBgn0196522	Dsim\GD25210	Scf_2R	17687954..17689149	-1	EOG09190F8Y	CG30392	2R	21290914..21292181	-1	FBgn0231378	Dyak\GE13724
8899	FBgn0050394	CG30394	2R	21320040..21323320	-1	FBgn0196516	Dsim\GD25204	Scf_2R	17716998..17720323	-1	EOG09190356	CG30394	2R	21320040..21323320	-1	FBgn0231374	Dyak\GE13720
8900	FBgn0050395	CG30395	2R	21765489..21770196	1	FBgn0268512	Dsim\GD27222	Scf_2R	18153405..18158371	1	EOG091903OK	CG30395	2R	21765489..21770196	1	FBgn0229981	Dyak\GE12222
8901	FBgn0050398	CG30398	2R	21717804..21718832	1	FBgn0183363	Dsim\GD11623	Scf_2R	18115256..18116274	1	EOG09190DI8	CG30398	2R	21717804..21718832	1	FBgn0229978	Dyak\GE12219
8902	FBgn0050401	dany	2R	21985626..21986938	-1	FBgn0196467	Dsim\GD25155	Scf_2R	18366559..18367996	-1	EOG09190FW2	dany	2R	21985626..21986938	-1	FBgn0231320	Dyak\GE13663
8903	FBgn0050403	CG30403	2R	21709895..21711613	-1	FBgn0196482	Dsim\GD25170	Scf_2R	18106125..18109064	-1	EOG09190G3W	CG30403	2R	21709895..21711613	-1	FBgn0231335	Dyak\GE13679
8904	FBgn0050404	Tango11	2R	21716780..21719963	-1	FBgn0196481	Dsim\GD25169	Scf_2R	18114636..18117389	-1	EOG09190CR5	Tango11	2R	21716780..21719963	-1	FBgn0231334	Dyak\GE13678
8905	FBgn0050410	Rpi	2R	23355183..23356441	1	FBgn0183492	Dsim\GD11753	Scf_2R	19720481..19721590	1	EOG09190E19	Rpi	2R	23355183..23356441	1	FBgn0231895	Dyak\GE14279
8906	FBgn0050411	CG30411	2R	23415939..23417238	1	FBgn0183500	Dsim\GD11761	Scf_2R	19776075..19778316	1	EOG09190KW0	CG30411	2R	23415939..23417238	1	FBgn0231904	Dyak\GE14288
8907	FBgn0050412	CG30412	2R	23318189..23319348	-1	FBgn0196376	Dsim\GD25064	Scf_2R	19682968..19684227	-1	EOG09190C8C	CG30412	2R	23318189..23319348	-1	FBgn0229384	Dyak\GE11584
8908	FBgn0050413	CG30413	2R	23329543..23330068	-1	FBgn0196373	Dsim\GD25061	Scf_2R	19694519..19695201	-1	EOG09190K39	CG30413	2R	23329543..23330068	-1	FBgn0229381	Dyak\GE11581
8909	FBgn0050416	CG30416	2R	23321481..23323399	-1	FBgn0196375	Dsim\GD25063	Scf_2R	19686437..19688413	-1	EOG091908V3	CG30416	2R	23321481..23323399	-1	FBgn0229383	Dyak\GE11583
8910	FBgn0050417	tbrd-3	2R	23326739..23327581	-1	FBgn0196374	Dsim\GD25062	Scf_2R	19691683..19692594	-1	EOG09190EWB	tbrd-3	2R	23326739..23327581	-1	FBgn0229382	Dyak\GE11582
8911	FBgn0050418	nord	2R	24243255..24255094	1	FBgn0183585	Dsim\GD11846	Scf_2R	20569780..20581652	1	EOG0919075O	nord	2R	24243255..24255094	1	FBgn0231999	Dyak\GE14391
8912	FBgn0050419	CG30419	2R	24212491..24229795	-1	FBgn0196280	Dsim\GD24967	Scf_2R	20540467..20557509	-1	EOG09190DT2	CG30419	2R	24212491..24229795	-1	FBgn0229278	Dyak\GE11473
8913	FBgn0050421	Usp15-31	2R	24743749..24756976	1	FBgn0183631	Dsim\GD11892	Scf_2R	21050667..21063645	1	EOG091902G7	Usp15-31	2R	24743749..24756976	1	FBgn0232043	Dyak\GE14437
8914	FBgn0050423	CG30423	2R	24874976..24875865	-1	FBgn0196227	Dsim\GD24911	Scf_2R	21180033..21180868	-1	EOG09190J5G	CG30423	2R	24874976..24875865	-1	FBgn0229216	Dyak\GE11406
8915	FBgn0050428	CG30428	2R	25251927..25254535	1	FBgn0183662	Dsim\GD11923	Scf_2R	21543302..21544456	1	EOG09190FVM	CG30428	2R	25251927..25254535	1	FBgn0232074	Dyak\GE14469
8916	FBgn0050429	CG30429	2R	25246467..25247584	1	FBgn0183661	Dsim\GD11922	Scf_2R	21536909..21538014	1	EOG09190AZF	CG30429	2R	25246467..25247584	1	FBgn0232073	Dyak\GE14468
8917	FBgn0050431	CG30431	2R	6202725..6205224	1	FBgn0182172	Dsim\GD10401	Scf_2R	3087333..3089762	1	EOG09190C7O	CG30431	2R	6202725..6205224	1	FBgn0238058	Dyak\GE20758
8918	FBgn0050432	CG30432	2R	6197387..6198266	-1	FBgn0182102	Dsim\GD10330	Scf_2R	3081878..3082770	-1	EOG09190J8Z	CG30432	2R	6197387..6198266	-1	FBgn0236765	Dyak\GE19422
8919	FBgn0050438	Ugt50B3	2R	5496674..5549543	1	FBgn0182147	Dsim\GD10375	Scf_2R	2428089..2444303	1	EOG091905X3	Ugt50B3	2R	5496674..5549543	1	FBgn0229123	Dyak\GE11306
8920	FBgn0050443	Opbp	2R	6653217..6655267	1	FBgn0182184	Dsim\GD10413	Scf_2R	3405179..3407301	1	EOG091905IL	Opbp	2R	6653217..6655267	1	FBgn0236425	Dyak\GE19063
8921	FBgn0050446	Tdc2	2R	6684745..6689974	-1	FBgn0182084	Dsim\GD10312	Scf_2R	3434447..3440903	-1	EOG09190454	Tdc2	2R	6684745..6689974	-1	FBgn0241709	Dyak\GE24598
8922	FBgn0050447	CG30447	2R	19947196..19948080	1	FBgn0183234	Dsim\GD11486	Scf_2R	16378003..16378807	1	EOG09190IT4	CG30447	2R	19947196..19948080	1	FBgn0229856	Dyak\GE12085
8923	FBgn0050460	CG30460	2R	17065971..17087633	-1	FBgn0196788	Dsim\GD25497	Scf_2R	13624769..13645780	-1	EOG091900RT	CG30460	2R	17065971..17087633	-1	FBgn0231837	Dyak\GE14217
8924	FBgn0050461	CG30461	2R	16995991..16998594	-1	FBgn0196796	Dsim\GD25505	Scf_2R	13553685..13556235	-1	EOG09190ELR	CG30461	2R	16995991..16998594	-1	FBgn0231848	Dyak\GE14228
8925	FBgn0050462	ste24c	2R	16995991..16998594	-1	FBgn0186891	Dsim\GD15221	Scf_2R	13554667..13556264	-1	EOG091908C2	ste24c	2R	16995991..16998594	-1	FBgn0231847	Dyak\GE14227
8926	FBgn0050463	Pgant9	2R	16673235..16732916	-1	FBgn0196810	Dsim\GD25523	Scf_2R	13233727..13291675	-1	EOG091903Q6	Pgant9	2R	16673235..16732916	-1	FBgn0231673	Dyak\GE14045
8927	FBgn0050466	CG30466	2R	15568960..15573170	1	FBgn0182885	Dsim\GD11130	Scf_2R	12121483..12125609	1	EOG09190BB2	CG30466	2R	15568960..15573170	1	FBgn0229516	Dyak\GE11722
8928	FBgn0050467	CG30467	2R	15538175..15540014	1	FBgn0182879	Dsim\GD11124	Scf_2R	12090412..12092248	1	EOG0919088B	CG30467	2R	15538175..15540014	1	FBgn0229510	Dyak\GE11716
8929	FBgn0050476	ave	2R	14752521..14753269	1	FBgn0182831	Dsim\GD11074	Scf_2R	11342911..11343697	1	EOG09190J68	ave	2R	14752521..14753269	1	FBgn0231268	Dyak\GE13608
8930	FBgn0050480	CG30480	2R	14674606..14678136	-1	FBgn0269573	Dsim\GD28283	Scf_2R	11265694..11269015	-1	EOG0919047D	CG30480	2R	14674606..14678136	-1	FBgn0276453	Dyak\GE28298
8931	FBgn0050481	mRpL53	2R	13954195..13955664	1	FBgn0182753	Dsim\GD10993	Scf_2R	10529100..10530460	1	EOG09190ID8	mRpL53	2R	13954195..13955664	1	FBgn0230303	Dyak\GE12572
8932	FBgn0050484	CG30484	2R	13846393..13849832	1	FBgn0189445	Dsim\GD17898	Scf_2R	10423183..10426623	1	EOG091901Y1	CG30484	2R	13846393..13849832	1	FBgn0230299	Dyak\GE12568
8933	FBgn0050485	CG30485	2R	13849882..13852983	1	FBgn0182749	Dsim\GD10989	Scf_2R	10426593..10429770	1	EOG0919021F	CG30485	2R	13849882..13852983	1	FBgn0230300	Dyak\GE12569
8934	FBgn0050486	CG30486	2R	12848034..12848993	-1	FBgn0197089	Dsim\GD25808	Scf_2R	9424047..9425015	-1	EOG09190CTU	CG30486	2R	12848034..12848993	-1	FBgn0231094	Dyak\GE13416
8935	FBgn0050487	CG30487	2R	12937616..12938343	-1	FBgn0197082	Dsim\GD25801	Scf_2R	9503639..9504339	-1	EOG09190HJV	CG30487	2R	12937616..12938343	-1	FBgn0231087	Dyak\GE13409
8936	FBgn0050488	antr	2R	12846848..12848004	-1	FBgn0197090	Dsim\GD25809	Scf_2R	9422892..9424052	-1	EOG09190DE3	antr	2R	12846848..12848004	-1	FBgn0231096	Dyak\GE13418
8937	FBgn0050491	CG30491	2R	7655072..7656770	1	FBgn0182268	Dsim\GD10497	Scf_2R	4383766..4385467	1	EOG09190B9A	CG30491	2R	7655072..7656770	1	FBgn0236497	Dyak\GE19137
8938	FBgn0050493	Coq9	2R	7699253..7703501	1	FBgn0269393	Dsim\GD28103	Scf_2R	4426515..4430448	1	EOG09190DQI	Coq9	2R	7699253..7703501	1	FBgn0236503	Dyak\GE19143
8939	FBgn0050495	CG30495	2R	7656895..7659061	1	FBgn0182269	Dsim\GD10498	Scf_2R	4385812..4387310	1	EOG09190CUT	CG30495	2R	7656895..7659061	1	FBgn0236498	Dyak\GE19138
8940	FBgn0050496	CG30496	2R	7699500..7701878	1	FBgn0270361	Dsim\GD29071	Scf_2R	4426704..4428928	1	EOG091904RX	CG30496	2R	7699500..7701878	1	FBgn0276347	Dyak\GE28192
8941	FBgn0050499	Rpe	2R	7564434..7565751	-1	FBgn0182014	Dsim\GD10239	Scf_2R	4299246..4300504	-1	EOG09190EWT	Rpe	2R	7564434..7565751	-1	FBgn0240982	Dyak\GE23827
8942	FBgn0050502	fa2h	2R	7446189..7451553	-1	FBgn0182032	Dsim\GD10257	Scf_2R	4154956..4160316	-1	EOG09190B6I	fa2h	2R	7446189..7451553	-1	FBgn0241156	Dyak\GE24014
8943	FBgn0050503	CG30503	2R	7443824..7445792	-1	FBgn0067533	Dsim\kappaB-Ras	Scf_2R	4152631..4154591	-1	EOG09190IAC	CG30503	2R	7443824..7445792	-1	FBgn0241175	Dyak\GE24036
8944	FBgn0051004	mesh	3R	31178389..31195762	-1	FBgn0188172	Dsim\GD16568	Scf_3R	26307363..26324755	-1	EOG091900HY	mesh	3R	31178389..31195762	-1	FBgn0240524	Dyak\GE23331
8945	FBgn0051005	qless	3R	31236035..31252608	-1	FBgn0188104	Dsim\GD16491	Scf_3R	26366027..26382330	-1	EOG091907XE	qless	3R	31236035..31252608	-1	FBgn0240519	Dyak\GE23324
8946	FBgn0051007	CG31007	3R	30991700..30992457	-1	FBgn0188275	Dsim\GD16686	Scf_3R	26128762..26129563	-1	EOG09190J1S	CG31007	3R	30991700..30992457	-1	FBgn0240536	Dyak\GE23343
8947	FBgn0051008	CG31008	3R	30989478..30990006	-1	FBgn0188286	Dsim\GD16697	Scf_3R	26126421..26126999	-1	EOG09190JUU	CG31008	3R	30989478..30990006	-1	FBgn0240537	Dyak\GE23344
8948	FBgn0051010	CG31010	3R	30704762..30706121	-1	FBgn0188453	Dsim\GD16869	Scf_3R	25842711..25844013	-1	EOG09190FAO	CG31010	3R	30704762..30706121	-1	FBgn0240557	Dyak\GE23364
8949	FBgn0051014	PH4alphaSG1	3R	30503665..30505661	-1	FBgn0188579	Dsim\GD17002	Scf_3R	25649563..25651721	-1	EOG0919059N	PH4alphaSG1	3R	30503665..30505661	-1	FBgn0240573	Dyak\GE23380
8950	FBgn0051015	PH4alphaPV	3R	30646106..30648551	-1	FBgn0188483	Dsim\GD16902	Scf_3R	25791987..25921159	-1	EOG09190665	PH4alphaPV	3R	30646106..30648551	-1	FBgn0240561	Dyak\GE23368
8951	FBgn0051016	CG31016	3R	30606189..30610456	1	FBgn0192963	Dsim\GD21537	Scf_3R	25752066..25754083	1	EOG091906NX	CG31016	3R	30606189..30610456	1	FBgn0228728	Dyak\GE10895
8952	FBgn0051017	PH4alphaNE3	3R	30604181..30606144	1	FBgn0192962	Dsim\GD21536	Scf_3R	25750099..25752010	1	EOG091907WV	PH4alphaNE3	3R	30604181..30606144	1	FBgn0228726	Dyak\GE10893
8953	FBgn0051019	CG31019	3R	30597004..30599296	1	FBgn0192960	Dsim\GD21534	Scf_3R	25741925..25745256	1	EOG091905A5	CG31019	3R	30597004..30599296	1	FBgn0228724	Dyak\GE10891
8954	FBgn0051021	CG31021	3R	30602206..30604041	1	FBgn0192961	Dsim\GD21535	Scf_3R	25747978..25750035	1	EOG091907CM	CG31021	3R	30602206..30604041	1	FBgn0228725	Dyak\GE10892
8955	FBgn0051025	Ppi1	3R	30125633..30129119	-1	FBgn0188904	Dsim\GD17344	Scf_3R	25296832..25300299	-1	EOG091905HX	Ppi1	3R	30125633..30129119	-1	FBgn0240603	Dyak\GE23414
8956	FBgn0051028	CG31028	3R	30166631..30171207	-1	FBgn0188830	Dsim\GD17268	Scf_3R	25337823..25342556	-1	EOG091900XZ	CG31028	3R	30166631..30171207	-1	FBgn0240596	Dyak\GE23406
8957	FBgn0051029	CG31029	3R	30129279..30132395	-1	FBgn0188893	Dsim\GD17333	Scf_3R	25300446..25303539	-1	EOG09190216	CG31029	3R	30129279..30132395	-1	FBgn0240602	Dyak\GE23413
8958	FBgn0051030	CG31030	3R	30164692..30166419	-1	FBgn0188841	Dsim\GD17279	Scf_3R	25335957..25337690	-1	EOG09190B66	CG31030	3R	30164692..30166419	-1	FBgn0240597	Dyak\GE23407
8959	FBgn0051036	CG31036	3R	29908107..29912892	1	FBgn0192915	Dsim\GD21481	Scf_3R	25079907..25084675	1	EOG09190209	CG31036	3R	29908107..29912892	1	FBgn0241047	Dyak\GE23899
8960	FBgn0051038	CG31038	3R	29877059..29903231	1	FBgn0192912	Dsim\GD21478	Scf_3R	25058081..25075033	1	EOG091905ZG	CG31038	3R	29877059..29903231	1	FBgn0241044	Dyak\GE23896
8961	FBgn0051040	Cog7	3R	29930551..29933057	-1	FBgn0189085	Dsim\GD17535	Scf_3R	25102582..25105116	-1	EOG091904LZ	Cog7	3R	29930551..29933057	-1	FBgn0228275	Dyak\GE10410
8962	FBgn0051041	CG31041	3R	29590070..29590906	-1	FBgn0189273	Dsim\GD17724	Scf_3R	24775127..24775986	-1	EOG09190GY3	CG31041	3R	29590070..29590906	-1	FBgn0228309	Dyak\GE10448
8963	FBgn0051050	CG31050	3R	28649909..28650480	-1	FBgn0189567	Dsim\GD18023	Scf_3R	23855204..23855743	-1	EOG09190KGK	CG31050	3R	28649909..28650480	-1	FBgn0228359	Dyak\GE10501
8964	FBgn0051051	CG31051	3R	28519548..28520515	-1	FBgn0189577	Dsim\GD18033	Scf_3R	23723051..23724300	-1	EOG09190FML	CG31051	3R	28519548..28520515	-1	FBgn0228371	Dyak\GE10513
